title,aliases,year,month,category,ep,tid,replies,views,post_time,votes1,votes2,votes3,votes4,votes5,message,score,standard_deviation
剧场版 刀剑神域 -进击篇- 无星之夜的咏叹调,,2021,10,MOV,1,2080069,4,10765,2022-7-8 20:18,7,43,16,3,3,,66.6667,0.8660
魔法使黎明期,,2022,4,TV,12,2079233,1,8415,2022-7-3 21:24,0,0,4,6,11,,-133.3333,0.7766
小鸟之翼：高尔夫少女,,2022,4,TV,13,2079231,13,14748,2022-7-3 21:22,122,19,5,2,2,,171.3333,0.7150
歌愈少女,,2022,4,TV,12,2079230,1,7327,2022-7-3 21:20,2,6,3,2,1,,42.8571,1.1157
黑岩射手：黎明降临,,2022,4,TV,12,2079229,0,7151,2022-7-3 21:18,1,2,2,3,11,,-110.5263,1.2521
Onipan!,,2022,4,TV,12,2079226,0,7426,2022-7-3 21:16,2,16,6,1,1,,65.3846,0.8294
朋友游戏,,2022,4,TV,12,2079225,2,7551,2022-7-3 21:14,0,13,5,3,3,,16.6667,1.0672
女忍者椿的心事,,2022,4,TV,13,2079200,8,8591,2022-7-3 18:28,37,12,5,1,2,,142.1053,0.9724
境界战机,,2021,10,TV,25,2078925,1,7324,2022-7-1 21:59,0,0,2,0,14,,-175.0000,0.6614
间谍过家家 前半,,2022,4,TV,12,2078923,8,10909,2022-7-1 21:53,16,111,60,7,6,,62.0000,0.8035
键等 第二季,,2022,4,TV,12,2078921,4,7819,2022-7-1 21:42,18,12,2,1,1,,132.3529,0.9305
盾之勇者成名录 第二季,,2022,4,TV,13,2078920,0,7695,2022-7-1 21:38,1,0,3,6,15,,-136.0000,0.9749
勇者辞职不干了,,2022,4,TV,12,2078915,0,8080,2022-7-1 21:32,0,7,15,3,3,,-7.1429,0.8835
街角魔族 2丁目,,2022,4,TV,12,2078758,10,11375,2022-7-1 01:00,147,48,3,1,1,,169.5000,0.5762
这个治疗有点烦,,2022,4,TV,12,2078725,2,9164,2022-6-30 19:15,6,29,22,4,5,,40.9091,0.9997
Love Live! 虹咲学园学园偶像同好会 第二季,,2022,4,TV,13,2077937,9,12147,2022-6-26 00:53,68,43,18,2,2,,130.0752,0.8670
CUE!,,2022,1,TV,24,2077866,0,7629,2022-6-25 13:38,3,1,5,1,1,,36.3636,1.2264
约会大作战Ⅳ,,2022,4,TV,12,2077864,2,7899,2022-6-25 13:26,5,13,4,3,1,,69.2308,1.0292
恋爱要在世界征服后,,2022,4,TV,12,2077827,2,8258,2022-6-25 03:00,22,26,3,1,1,,126.4151,0.8045
辉夜大小姐想让我告白-超级浪漫-,,2022,4,TV,13,2077804,26,15637,2022-6-25 00:00,213,24,5,6,4,,173.0159,0.7550
社畜小姐想被幽灵幼女治愈。,,2022,4,TV,12,2077633,2,7778,2022-6-24 09:16,1,1,4,1,2,,-22.2222,1.2273
骸骨骑士大人异世界冒险中,,2022,4,TV,12,2077632,5,8692,2022-6-24 09:14,0,11,27,5,1,,9.0909,0.6680
成为女主角！～被讨厌的女主角和秘密的工作～,,2022,4,TV,12,2077631,1,7201,2022-6-24 09:11,0,1,3,2,1,,-42.8571,0.9035
古见同学有交流障碍症 第二季,,2022,4,TV,12,2077629,1,7628,2022-6-24 09:09,7,17,5,0,1,,96.6667,0.8360
理科生坠入情网，故尝试证明。[r=1-sinθ],,2022,4,TV,12,2077515,1,7286,2022-6-23 17:47,1,2,4,3,3,,-38.4615,1.2114
史上最强的大魔王转生为村民A,,2022,4,TV,12,2077514,0,6864,2022-6-23 17:45,0,0,3,10,4,,-105.8824,0.6390
RPG不动产,,2022,4,TV,12,2077513,3,8335,2022-6-23 17:43,1,4,11,6,4,,-30.7692,1.0292
相合之物,,2022,4,TV,12,2077512,10,11152,2022-6-23 17:42,83,47,7,0,1,,152.8986,0.6615
舞动不止,,2022,4,TV,11,2077510,0,7261,2022-6-23 17:40,13,6,2,0,1,,136.3636,0.9791
女性向游戏世界对路人角色很不友好,,2022,4,TV,12,2077124,9,10166,2022-6-21 18:34,4,14,20,4,7,,8.1633,1.1219
爱书的下克上：为了成为图书管理员不择手段 第三季,,2022,4,TV,10,2077123,3,8286,2022-6-21 18:33,3,18,1,0,1,,95.6522,0.7506
黄金拼图Thank you!!,,2021,8,MOV,1,2077122,0,7177,2022-6-21 18:30,8,3,1,0,1,,130.7692,1.1358
处刑少女的生存之道,,2022,4,TV,12,2076547,10,10118,2022-6-18 16:44,5,41,29,5,4,,45.2381,0.8784
测不准的阿波连同学,,2022,4,TV,12,2076546,4,8363,2022-6-18 16:38,4,16,14,1,1,,58.3333,0.8292
派对浪客诸葛孔明,,2022,4,TV,12,2076281,28,14995,2022-6-17 09:41,18,115,76,10,7,,56.1947,0.8245
Estab Life Great Escape,,2022,4,TV,12,2074312,11,12528,2022-6-8 08:39,18,35,5,0,2,,111.6667,0.8184
游戏王SEVENS,,2020,4,TV,92,2070667,0,7737,2022-5-21 15:05,3,3,0,1,3,,20.0000,1.6613
泡泡,,2022,4,MOV,1,2067865,4,9173,2022-5-4 22:19,0,5,14,18,36,,-116.4384,0.9653
魔法纪录 魔法少女小圆外传 最终季 -浅梦的黎明-,,2022,4,TV,4,2062385,8,10760,2022-4-4 01:37,0,10,6,16,37,,-115.9420,1.0851
食锈末世录,,2022,1,TV,12,2062341,1,8402,2022-4-3 19:32,0,3,4,2,4,,-53.8462,1.1513
秘密内幕：女警的反击,,2022,1,TV,13,2062338,7,10138,2022-4-3 19:24,25,41,3,0,0,,131.8841,0.5515
杀爱,,2022,1,TV,12,2062336,0,7835,2022-4-3 19:19,0,1,0,2,1,,-75.0000,1.0897
怪人开发部的黑井津小姐,,2022,1,TV,12,2062319,3,8872,2022-4-3 17:06,13,19,4,0,0,,125.0000,0.6401
现实主义勇者的王国再建记,,2021,7,TV,26,2062317,2,9298,2022-4-3 17:01,0,2,9,1,1,,-7.6923,0.7298
平凡职业造就世界最强 第二季,,2022,1,TV,12,2062315,2,9265,2022-4-3 16:57,1,6,5,1,0,,53.8462,0.7458
瓦尼塔斯的手记  后半,,2022,1,TV,12,2062057,1,8037,2022-4-2 00:42,1,7,6,0,0,,64.2857,0.6103
自称贤者弟子的贤者,,2022,1,TV,12,2060793,0,7575,2022-3-29 23:56,0,0,3,0,2,,-80.0000,0.9798
与变成了异世界美少女的大叔一起冒险,,2022,1,TV,12,2060772,2,9766,2022-3-29 23:53,5,13,15,2,2,,45.9459,0.9752
天才王子的赤字国家振兴术,,2022,1,TV,12,2060758,3,8767,2022-3-29 23:51,1,13,14,2,2,,28.1250,0.8744
公主连结！Re:Dive 第二季,,2022,1,TV,12,2060528,5,9267,2022-3-28 23:00,1,4,9,9,16,,-89.7436,1.1276
东方少年,,2022,1,TV,12,2060512,1,8150,2022-3-28 21:01,0,0,1,0,2,,-133.3333,0.9428
少女前线,,2022,1,TV,12,2060511,0,9412,2022-3-28 20:49,0,0,0,1,2,,-166.6667,0.4714
明日同学的水手服,,2022,1,TV,12,2060213,4,11100,2022-3-27 11:10,77,21,4,4,1,,157.9439,0.8093
更衣人偶坠入爱河,,2022,1,TV,12,2060211,7,13467,2022-3-27 11:08,82,51,16,4,2,,133.5484,0.8597
擅长捉弄的高木同学3,,2022,1,TV,12,2060014,8,11218,2022-3-26 01:01,42,12,6,1,0,,155.7377,0.7361
Slow Loop,,2022,1,TV,12,2059995,0,8169,2022-3-25 22:30,7,17,5,0,1,,96.6667,0.8360
里亚德录大地,,2022,1,TV,12,2059928,3,8494,2022-3-25 15:14,0,1,5,5,0,,-36.3636,0.6428
国王排名,,2021,10,TV,23,2059924,9,13316,2022-3-25 15:10,1,1,9,6,58,,-158.6667,0.8500
苍穹之法芙娜 THE BEYOND,,2019,10,OVA,12,2059179,10,12633,2022-3-21 14:49,31,2,2,2,3,,140.0000,1.2410
86-不存在的战区- 后半,,2021,10,TV,12,2058909,39,22039,2022-3-20 00:03,218,30,13,9,4,,163.8686,0.8354
终末的后宫,,2022,1,TV,11,2058908,0,7858,2022-3-20 00:03,0,1,5,4,3,,-69.2308,0.9102
Tropical-Rouge！光之美少女,,2021,2,TV,46,2058907,1,8076,2022-3-20 00:02,7,1,2,0,1,,118.1818,1.2662
鬼灭之刃 游郭篇,,2021,12,TV,11,2057920,11,11848,2022-3-15 00:01,22,34,9,2,6,,87.6712,1.1220
彩绿,,2022,1,TV,8,2057912,0,7594,2022-3-14 23:28,0,0,2,0,0,,0.0000,0.0000
让我聆听爱的歌声,,2021,10,MOV,1,2057866,2,9939,2022-3-14 18:43,14,8,4,0,3,,103.4483,1.2452
家有色邻,,2006,7,TV,13,2052150,0,8211,2022-2-12 16:33,0,1,1,1,0,,0.0000,0.8165
地球外少年少女,,2022,1,MOV,6,2049790,3,10498,2022-1-28 23:46,8,32,13,1,0,,87.0370,0.6680
舞伎家的料理人,,2021,2,TV,12,2049661,1,8298,2022-1-28 10:25,0,5,0,0,0,,100.0000,0.0000
Fate/Grand Order 神圣圆桌领域卡美洛,,2020,12,MOV,2,2048264,4,12908,2022-1-19 19:37,0,0,5,4,8,,-117.6471,0.8565
Fate/Grand Order -终局特异点 冠位时间神殿所罗门-,,2021,7,MOV,1,2048263,3,11226,2022-1-19 19:06,0,1,3,14,4,,-95.4545,0.7056
SELECTION PROJECT,,2021,10,TV,13,2045804,0,7996,2022-1-5 08:28,2,6,4,3,0,,46.6667,0.9568
因为不是真正的伙伴而被逐出勇者队伍，流落到边境展开慢活人生,,2021,10,TV,13,2045802,6,9917,2022-1-5 08:15,2,0,16,6,1,,-16.0000,0.8333
大正少女御伽话,,2021,10,TV,12,2045801,0,8078,2022-1-5 08:11,0,1,6,1,2,,-40.0000,0.9165
关于前辈很烦人的事,,2021,10,TV,12,2045771,1,8893,2022-1-4 22:49,1,7,12,1,1,,27.2727,0.8080
世界尽头的圣骑士,,2021,10,TV,12,2045770,0,8344,2022-1-4 22:45,0,1,7,4,0,,-25.0000,0.5951
键等,,2021,10,TV,12,2045698,3,9533,2022-1-4 14:48,22,7,2,1,0,,156.2500,0.7474
逆转世界的电池少女,,2021,10,TV,12,2044542,2,10709,2021-12-28 18:29,13,30,12,2,1,,89.6552,0.8447
希德尼娅的骑士 编织爱的行星,,2021,6,MOV,1,2044233,6,11719,2021-12-26 23:55,38,15,2,0,0,,165.4545,0.5467
黑之宣告,,2016,1,TV,12,2043852,0,8121,2021-12-24 16:57,0,6,5,1,1,,23.0769,0.8904
Muv-Luv Alternative,,2021,10,TV,12,2043752,19,13662,2021-12-24 10:53,1,13,20,2,8,,-6.8182,1.0744
剧场版 少女☆歌剧 Revue Starlight,,2021,6,MOV,1,2043705,33,23538,2021-12-24 08:13,331,36,19,7,3,,172.9798,0.7001
吸血鬼马上死,,2021,10,TV,12,2043680,4,9270,2021-12-23 23:51,3,15,7,1,3,,48.2759,1.0706
世界顶尖的暗杀者，转生为异世界贵族,,2021,10,TV,12,2043674,9,11759,2021-12-23 23:38,2,15,41,6,5,,4.3478,0.8416
宿命回响：命运节拍,,2021,10,TV,12,2043670,2,10678,2021-12-23 23:21,0,1,9,12,22,,-125.0000,0.8561
古见同学有交流障碍症,,2021,10,TV,12,2043664,5,10525,2021-12-23 23:12,7,19,20,5,0,,54.9020,0.8475
月与莱卡与吸血公主,,2021,10,TV,12,2043504,5,10034,2021-12-20 02:11,1,9,10,6,1,,11.1111,0.9162
看得见的女孩,,2021,10,TV,12,2043494,7,10608,2021-12-19 23:55,11,34,10,1,0,,98.2143,0.6679
无职转生～到了异世界就拿出真本事～ 后半,,2021,10,TV,12,2043489,37,21751,2021-12-19 23:26,291,31,15,1,9,,171.1816,0.7875
贾希大人不气馁！,,2021,7,TV,20,2043331,2,8625,2021-12-19 03:03,1,9,5,0,0,,73.3333,0.5735
结城友奈是勇者 大满开之章,,2021,10,TV,12,2043144,2,8978,2021-12-18 01:37,2,12,3,0,4,,38.0952,1.2527
异世界食堂2,,2021,10,TV,12,2043143,0,7861,2021-12-18 01:36,2,7,2,0,0,,100.0000,0.6030
雄狮少年,,2021,12,MOV,1,2043041,32,17962,2021-12-17 17:35,63,33,13,10,230,,-89.1117,1.6393
白沙的水族馆,,2021,7,TV,24,2042894,6,10372,2021-12-16 23:38,3,13,20,12,13,,-31.1475,1.1670
范马刃牙,,2021,9,WEB,12,2042731,0,8224,2021-12-16 08:54,3,0,2,3,2,,-10.0000,1.5133
蓝色时期,,2021,10,TV,12,2042730,2,9593,2021-12-16 08:54,5,8,4,0,1,,88.8889,0.9938
加油吧同期酱,,2021,9,WEB,12,2042273,1,8743,2021-12-13 14:15,0,9,3,0,0,,75.0000,0.4330
星期一的丰满2,,2021,9,WEB,12,2042271,4,9325,2021-12-13 14:14,0,4,5,9,0,,-27.7778,0.8032
极主夫道 第二季,,2021,10,WEB,5,2042254,0,7935,2021-12-13 13:00,0,0,3,0,0,,0.0000,0.0000
极主夫道,,2021,4,WEB,5,2042252,1,8466,2021-12-13 12:53,0,1,4,0,1,,-16.6667,0.8975
超级小偷,,2021,11,WEB,13,2040862,0,8093,2021-12-5 00:54,0,0,1,0,2,,-133.3333,0.9428
平家物语,,2022,1,TV,11,2039245,11,13280,2021-11-25 01:00,17,39,15,2,5,,78.2051,1.0209
英雄联盟：双城之战,,2021,11,WEB,9,2038594,38,20791,2021-11-21 01:40,306,41,6,4,13,,168.3784,0.8574
海贼王女,,2021,10,TV,12,2034062,5,10650,2021-10-26 20:18,0,0,5,6,28,,-158.9744,0.7059
龙与雀斑公主,,2021,7,MOV,1,2032751,10,14496,2021-10-19 13:03,3,8,13,16,6,,-30.4348,1.1008
剧场版 紫罗兰永恒花园,,2020,9,MOV,1,2032628,9,12358,2021-10-18 18:17,9,14,6,6,1,,66.6667,1.1055
魔法科高中的优等生,,2021,7,TV,13,2032433,0,8656,2021-10-17 18:30,0,0,2,1,4,,-128.5714,0.8806
女神宿舍的管理员。,,2021,7,TV,10,2032432,0,9620,2021-10-17 18:28,2,2,10,2,0,,25.0000,0.8292
阴晴不定大哥哥,,2021,7,TV,13,2032431,3,10159,2021-10-17 18:26,4,4,5,0,0,,92.3077,0.8285
Love Live! Superstar!!,,2021,7,TV,12,2032430,17,13447,2021-10-17 18:24,3,22,41,9,3,,16.6667,0.8230
伊甸星原,,2021,4,TV,25,2032284,1,8871,2021-10-16 18:30,1,1,5,0,0,,42.8571,0.7284
蔚蓝反射 澪,,2021,4,TV,24,2032283,1,8789,2021-10-16 18:28,1,8,2,0,2,,46.1538,1.1513
猎魔人：狼之噩梦,,2021,8,MOV,1,2030910,0,8955,2021-10-8 16:26,0,6,1,1,0,,62.5000,0.6960
寒蝉鸣泣之时 卒,,2021,7,TV,15,2029704,20,13291,2021-10-1 05:37,7,11,13,12,66,,-109.1743,1.3031
漂流少年,,2021,7,TV,12,2029696,54,26023,2021-10-1 01:23,172,68,30,14,10,,128.5714,1.0498
平稳世代的韦驮天们,,2021,7,TV,11,2029156,22,13670,2021-9-28 13:32,102,47,12,0,2,,151.5337,0.7377
精灵宝可梦：可可,,2020,12,MOV,1,2029060,0,8361,2021-9-27 22:58,0,7,2,1,0,,60.0000,0.6633
魔法纪录 魔法少女小圆外传 第二季 -觉醒前夜-,,2021,7,TV,8,2028662,12,10438,2021-9-26 01:47,1,9,24,11,8,,-30.1887,0.9826
歌剧少女！！,,2021,7,TV,13,2028647,23,14396,2021-9-26 00:15,108,14,0,3,4,,169.7674,0.8500
异世界迷宫黑心企业,,2021,7,TV,12,2028619,2,10167,2021-9-25 21:48,3,42,11,1,1,,77.5862,0.6444
我们的重制人生,,2021,7,TV,12,2028617,6,9823,2021-9-25 21:46,1,15,22,9,6,,-7.5472,0.9876
小林家的龙女仆S,,2021,7,TV,12,2028604,13,13696,2021-9-25 20:42,39,45,22,2,1,,109.1743,0.8409
月光下的异世界之旅,,2021,7,TV,12,2027999,4,9625,2021-9-22 23:35,0,7,15,2,1,,12.0000,0.7111
开挂药师的悠闲生活～在异世界开药店吧～,,2021,7,TV,12,2027998,1,8627,2021-9-22 23:34,3,3,2,1,0,,88.8889,0.9938
关于我转生变成史莱姆这档事 第二季,,2021,1,TV,24,2027997,3,9416,2021-9-22 23:30,0,0,18,5,2,,-36.0000,0.6248
冥王计划志雷马,,1988,11,OVA,4,2027974,2,11218,2021-9-22 21:59,5,25,6,1,0,,91.8919,0.6315
精灵幻想记,,2021,7,TV,12,2027617,6,10391,2021-9-21 01:09,0,1,17,2,2,,-22.7273,0.6696
东京复仇者,,2021,4,TV,24,2027616,2,9878,2021-9-21 01:07,0,2,8,0,6,,-62.5000,1.1110
侦探已经，死了。,,2021,7,TV,12,2027437,1,9630,2021-9-19 21:51,0,0,1,14,7,,-127.2727,0.5378
死神少爷与黑女仆,,2021,7,TV,12,2027436,0,8521,2021-9-19 21:50,0,5,5,0,0,,50.0000,0.5000
剧场版 鬼灭之刃 无限列车篇,,2020,10,MOV,1,2027304,6,11671,2021-9-19 05:31,14,27,19,3,5,,61.7647,1.0851
桃子男孩渡海而来,,2021,7,TV,12,2027302,3,8881,2021-9-19 04:50,0,1,8,1,8,,-88.8889,1.0482
转生成为了只有乙女游戏破灭Flag的邪恶大小姐…X,,2021,7,TV,12,2027237,0,8408,2021-9-18 16:44,0,2,7,2,0,,0.0000,0.6030
女友成双,,2021,7,TV,12,2027236,10,11776,2021-9-18 16:43,3,9,15,7,4,,0.0000,1.0761
瓦尼塔斯的手记 前半,,2021,7,TV,12,2027106,4,9672,2021-9-18 00:30,1,9,10,1,0,,47.6190,0.6633
致不灭的你,,2021,4,TV,20,2026433,2,10862,2021-9-14 20:01,2,5,11,6,9,,-45.4545,1.2083
入间同学入魔了！第二季,,2021,4,TV,21,2026431,0,8328,2021-9-14 19:59,0,4,2,0,0,,66.6667,0.4714
米老鼠,,2013,6,TV,96,2023393,2,8714,2021-8-29 16:00,1,2,0,0,0,,133.3333,0.4714
时光代理人,,2021,4,TV,11,2021384,3,10975,2021-8-17 21:35,8,18,5,3,0,,91.1765,0.8529
机动战士高达 闪光的哈萨维 剧场版1,,2021,6,MOV,1,2021023,18,20068,2021-8-15 22:34,209,40,5,2,0,,178.1250,0.5068
新·福音战士剧场版：终,,2021,3,MOV,1,2020495,81,32981,2021-8-13 04:31,206,122,88,31,51,,80.5221,1.3127
养猫养狗每天很开心,,2020,10,TV,24,2013716,1,9047,2021-7-5 10:28,1,2,0,0,1,,50.0000,1.5000
转生成蜘蛛又怎样！,,2021,1,TV,24,2013435,6,10229,2021-7-4 02:58,2,4,12,9,14,,-70.7317,1.1738
影宅,,2021,4,TV,13,2013433,10,11883,2021-7-4 02:55,6,30,13,3,3,,60.0000,0.9458
音乐,,2021,1,MOV,1,2013363,4,11145,2021-7-3 15:53,15,2,2,0,0,,168.4211,0.6531
水果篮子 最终季,,2021,4,TV,13,2012917,0,8916,2021-7-1 02:31,8,1,1,3,2,,66.6667,1.5776
青梅竹马绝对不会输的恋爱喜剧,,2021,4,TV,12,2012911,2,11546,2021-7-1 01:21,1,0,1,5,19,,-157.6923,0.8846
美少年侦探团,,2021,4,TV,12,2012840,0,10695,2021-6-30 17:49,36,9,5,3,0,,147.1698,0.8818
美妙世界 The Animation,,2021,4,TV,12,2012790,4,9748,2021-6-30 13:13,1,5,6,2,2,,6.2500,1.0879
Thunderbolt Fantasy 东离剑游纪3,,2021,4,TV,13,2012760,10,11573,2021-6-30 10:00,9,33,22,7,3,,51.3514,0.9620
奇蛋物语 特别篇,,2021,6,TV,1,2012724,50,27277,2021-6-29 23:45,0,1,11,10,304,,-189.2638,0.4263
NOMAD MEGALO BOX 2,,2021,4,TV,13,2012679,17,13429,2021-6-29 19:29,39,35,3,6,2,,121.1765,0.9713
奇巧计程车,,2021,4,TV,13,2012553,150,56578,2021-6-29 02:54,933,83,23,3,4,,185.2772,0.4823
剃须。然后捡到女高中生。,,2021,4,TV,13,2012548,1,11098,2021-6-29 00:33,1,6,16,12,20,,-80.0000,1.1021
龙先生，想要买个家。,,2021,4,TV,12,2012264,3,9563,2021-6-27 15:04,5,4,3,2,3,,35.2941,1.4528
打了300年的史莱姆，不知不觉就练到了满级,,2021,4,TV,12,2012263,5,10892,2021-6-27 15:02,3,14,17,1,4,,28.2051,1.0114
战斗员派遣中！,,2021,4,TV,12,2012261,8,12681,2021-6-27 15:00,5,20,25,4,0,,48.1481,0.7635
不要欺负我，长瀞同学,,2021,4,TV,12,2012188,3,10929,2021-6-27 02:05,4,25,4,1,2,,77.7778,0.8854
纯白之音,,2021,4,TV,12,2011996,3,9393,2021-6-26 00:34,0,9,5,1,0,,53.3333,0.6182
烧窑的话也要马克杯,,2021,4,TV,12,2011995,1,8963,2021-6-26 00:33,0,3,2,1,0,,33.3333,0.7454
圣女魔力无所不能,,2021,4,TV,12,2011991,1,9512,2021-6-26 00:01,3,5,11,1,2,,27.2727,1.0523
如果究极进化的完全沉浸RPG比现实更可恶的话,,2021,4,TV,12,2011972,1,9288,2021-6-25 21:19,0,3,3,6,6,,-83.3333,1.0672
佐贺偶像是传奇 卷土重来,,2021,4,TV,12,2011810,51,19982,2021-6-24 22:58,219,78,26,6,4,,150.7508,0.8114
本田小狼与我,,2021,4,TV,12,2011615,29,13390,2021-6-24 00:10,5,35,70,17,9,,7.3529,0.8881
转生史莱姆日记,,2021,4,TV,12,2011487,0,9171,2021-6-23 11:43,0,5,1,0,4,,-30.0000,1.4177
哥斯拉：奇异点,,2021,4,TV,13,2010975,30,13774,2021-6-20 16:04,20,45,61,25,12,,22.0859,1.0798
东京七姐妹：我们化作青空,,2021,2,MOV,1,2010974,0,9044,2021-6-20 16:02,0,0,1,1,0,,-50.0000,0.5000
妄想学生会 剧场版2,,2021,1,MOV,1,2010943,1,9840,2021-6-20 12:43,3,16,7,1,0,,77.7778,0.6849
86-不存在的战区- 前半,,2021,4,TV,11,2010942,23,20542,2021-6-20 12:41,163,59,28,10,8,,133.9552,1.0076
薇薇 -萤石眼之歌-,,2021,4,TV,13,2010879,52,25258,2021-6-20 01:05,22,69,150,52,26,,2.8213,0.9901
巴克·亚罗,,2021,1,TV,24,2010740,98,35816,2021-6-19 09:00,396,92,23,3,3,,169.2456,0.6375
SSSS.电光机王,,2021,4,TV,12,2010707,63,26603,2021-6-18 22:23,180,190,74,17,3,,113.5776,0.8566
异世界魔王与召唤少女的奴隶魔术Ω,,2021,4,TV,10,2010488,2,10597,2021-6-17 18:56,3,3,7,3,1,,23.5294,1.1130
如果这叫爱情感觉会很恶心,,2021,4,TV,12,2010480,0,9184,2021-6-17 18:21,0,0,6,2,2,,-60.0000,0.8000
酷爱电影的庞波小姐,,2021,6,MOV,1,2010396,14,13697,2021-6-17 11:12,28,27,10,3,2,,108.5714,0.9819
幼女社长,,2021,1,WEB,15,2010285,2,9293,2021-6-16 19:53,1,3,2,0,0,,83.3333,0.6872
Jose与虎与鱼们,,2020,12,MOV,1,2009721,14,14501,2021-6-13 22:35,1,43,13,8,9,,25.6757,1.0788
少女寸剧 All Starlight,,2019,7,WEB,26,2009379,0,9441,2021-6-11 18:12,0,3,0,1,0,,50.0000,0.8660
BRIGADOON 麻玲与苍蓝剑士,,2000,7,TV,26,2006919,0,9246,2021-5-30 11:09,0,0,0,1,0,,-100.0000,0.0000
旋风管家,,2007,4,TV,52,2000876,0,9293,2021-4-25 03:37,4,5,1,0,0,,130.0000,0.6403
圣母在上 第3季,,2006,11,OVA,5,1998446,0,10900,2021-4-11 18:25,12,2,0,0,0,,185.7143,0.3499
圣母在上 春,,2004,7,TV,13,1998443,1,10526,2021-4-11 18:08,11,2,0,0,0,,184.6154,0.3608
圣母在上,,2004,1,TV,13,1998427,3,11063,2021-4-11 16:40,21,0,0,0,0,,200.0000,0.0000
岁月的童话,,1991,7,MOV,1,1998107,0,10020,2021-4-9 16:46,7,4,0,0,0,,163.6364,0.4810
碧蓝航线：微速前行！,,2021,1,TV,12,1997131,1,9896,2021-4-4 10:33,0,4,4,0,3,,-18.1818,1.1923
无限滑板,,2021,1,TV,12,1997127,11,12268,2021-4-4 10:15,16,31,31,7,3,,56.8182,0.9862
堀与宫村,,2021,1,TV,13,1997126,12,12683,2021-4-4 10:14,1,8,18,24,22,,-79.4521,1.0331
甜梦猫,,2020,4,TV,48,1997121,0,9612,2021-4-4 09:47,15,0,0,1,0,,181.2500,0.7262
怪物事变,,2021,1,TV,12,1997047,3,12037,2021-4-3 21:07,5,22,7,1,0,,88.5714,0.6664
记录的地平线：圆桌崩坏,,2021,1,TV,12,1997046,2,10296,2021-4-3 21:05,4,13,3,1,0,,95.2381,0.7222
回复术士的重启人生,,2021,1,TV,12,1997043,9,13453,2021-4-3 21:03,18,56,25,5,9,,61.0619,1.0596
天地创造设计部,,2021,1,TV,13,1997041,3,10291,2021-4-3 21:01,4,13,2,1,2,,72.7273,1.0947
Fate/stay night [Heaven's Feel] III.spring song,,2020,8,MOV,1,1996994,14,14763,2021-4-3 16:47,48,44,20,1,1,,120.1754,0.8184
摇曳露营△ 第二季,,2021,1,TV,13,1996624,21,15870,2021-4-2 00:07,146,19,10,2,0,,174.5763,0.6086
星之梦～雪景球～,,2021,1,OVA,1,1996007,0,9572,2021-3-31 16:05,0,5,0,0,0,,100.0000,0.0000
奇蛋物语（1-12话）,,2021,1,TV,12,1996006,60,25233,2021-3-31 16:00,54,77,93,64,104,,-22.1939,1.3866
咒术回战,,2020,10,TV,24,1995907,18,19418,2021-3-31 00:55,18,82,33,8,10,,59.6026,0.9912
黑色五叶草,,2017,10,TV,170,1995906,0,10751,2021-3-31 00:53,1,2,1,0,2,,0.0000,1.5275
悠哉日常大王 Nonstop,,2021,1,TV,12,1995904,6,11065,2021-3-31 00:50,70,9,2,2,0,,177.1084,0.6077
赛马娘 第二季,,2021,1,TV,13,1995749,43,30551,2021-3-30 10:30,363,45,14,11,11,,166.2162,0.8560
IDOLY PRIDE,,2021,1,TV,12,1995539,6,12247,2021-3-29 00:46,9,40,7,3,2,,83.6066,0.8528
WIXOSS DIVA(A)LIVE,,2021,1,TV,12,1995379,0,9283,2021-3-28 01:28,0,2,1,1,0,,25.0000,0.8292
SHOW BY ROCK!! STARS!!,,2021,1,TV,12,1995377,0,9234,2021-3-28 01:19,3,1,1,0,0,,140.0000,0.8000
石纪元 STONE WARS,,2021,1,TV,11,1995375,2,10947,2021-3-28 01:09,2,12,8,1,3,,34.6154,1.0721
约定的梦幻岛 第二季,,2021,1,TV,11,1995362,6,11614,2021-3-27 23:19,0,0,2,2,42,,-186.9565,0.4476
只有我能进入的隐藏地下城,,2021,1,TV,12,1995361,0,9962,2021-3-27 23:17,0,0,3,0,6,,-133.3333,0.9428
环太平洋：黑色禁区,,2021,3,WEB,7,1995359,1,10337,2021-3-27 23:14,2,1,6,3,2,,-14.2857,1.1867
Re:从零开始的异世界生活二期,,2021,1,TV,12,1995308,11,13239,2021-3-27 17:54,44,21,14,1,7,,108.0460,1.1960
弱势角色友崎君,,2021,1,TV,12,1995209,8,13576,2021-3-27 00:33,2,18,23,4,5,,15.3846,0.9684
里世界郊游,,2021,1,TV,12,1995045,3,10695,2021-3-26 03:18,0,0,17,6,3,,-46.1538,0.6923
好比是最终迷宫前的少年到新手村生活一般的故事,,2021,1,TV,12,1995044,4,10787,2021-3-26 03:17,0,2,10,2,1,,-13.3333,0.7180
五等分的新娘∬,,2021,1,TV,12,1995041,5,10776,2021-3-26 01:32,0,7,15,6,5,,-27.2727,0.9621
BEASTARS 2nd,,2021,1,TV,12,1994988,13,12734,2021-3-25 19:25,1,24,26,2,5,,24.1379,0.8966
影之诗,,2020,4,TV,48,1994682,3,10527,2021-3-24 00:51,1,0,0,1,23,,-180.0000,0.8000
演剧偶像,,2021,1,TV,12,1994675,23,16495,2021-3-23 23:00,77,30,11,9,6,,122.5564,1.1347
